STATE,CONSTITUENCY, Assets ,WINNER,PARTY,GENDER,"CRIMINAL
Uttar Pradesh,MUZAFFARNAGAR,15781189,1,BJP,MALE,1,46,Doctorate,569535,4245,573780,33.79145973,49.38826312,1698003
Bihar,MUZAFFARPUR,298867486,1,BJP,MALE,1,50,Graduate,664074,2804,666878,38.53554326,63.00175625,1730553
Karnataka,MYSORE,18723762,1,BJP,MALE,3,42,Post Graduate,685105,3869,688974,36.33191006,52.2701185,1896333
Odisha,NABARANGPUR,8100600,1,BJD,MALE,0,40,Graduate,392481,23,392504,26.86536108,33.78450611,1461004
Nagaland,NAGALAND,128117474,1,NDPP,MALE,0,62,Graduate,499683,827,500510,41.23574594,49.68151855,1213777
Tamil Nadu,NAGAPATTINAM,4572837,1,CPI(M),MALE,0,63,12th Pass,519596,3296,522892,40.1098762,52.13696008,1303649
Telangana,NAGARKURNOOL,10778684,1,TRS,MALE,0,66,Graduate,499428,244,499672,31.46329192,50.47737483,1588111
Rajasthan,NAGAUR,4218568,1,RLTP,MALE,0,47,Graduate Professional,655496,4555,660051,34.14347116,54.78633734,1933169
Uttar Pradesh,NAGINA,28659644,1,BSP,MALE,1,55,12th Pass,567195,1183,568378,35.83455697,56.2870314,1586117
Maharashtra,NAGPUR,187916075,1,BJP,MALE,4,62,Graduate Professional,657624,2597,660221,30.5502856,55.61090451,2161096
Uttarakhand,NAINITAL-UDHAMSINGH NAGAR,19699529,1,BJP,MALE,0,57,Graduate Professional,765173,7022,772195,42.2326112,61.23623127,1828433
Bihar,NALANDA,29251651,1,JD(U),MALE,0,60,12th Pass,539183,1705,540888,25.57621043,52.41802778,2114809
Telangana,NALGONDA,31501349,1,INC,MALE,4,55,Graduate,525508,520,526028,33.16737916,44.73088069,1585980
Tamil Nadu,NAMAKKAL,485205173,1,DMK,MALE,0,54,Graduate,623370,2923,626293,44.3048559,55.22943886,1413599
Maharashtra,NANDED,52178606,1,BJP,MALE,0,57,12th Pass,482148,4658,486806,28.31383534,43.1006975,1719322
Maharashtra,NANDURBAR,271634532,1,BJP,FEMALE,0,31,Post Graduate,637226,1910,639136,34.15832086,49.7557892,1871099
Andhra Pradesh,NANDYAL,585932911,1,YSRCP,MALE,1,60,Post Graduate,715024,5864,720888,44.96500792,55.46209565,1603220
Andhra Pradesh,NARASARAOPET,177710073,1,YSRCP,MALE,0,35,Graduate Professional,740509,5048,745557,44.63368158,51.74848619,1670391
Andhra Pradesh,NARSAPURAM,3259405378,1,YSRCP,MALE,3,57,Post Graduate,444376,4858,449234,31.20350131,38.09773381,1439691
Maharashtra,NASHIK,146869996,1,SHS,MALE,1,48,Others,562034,1565,563599,29.89813608,50.22752145,1885064
Gujarat,NAVSARI,446044269,1,BJP,MALE,1,64,10th Pass,969430,3309,972739,49.33609176,74.29821667,1971658
Bihar,NAWADA,176720167,1,LJP,MALE,2,36,Graduate,491956,3728,495684,26.09210595,52.47049035,1899747
Andhra Pradesh,NELLORE,2211663364,1,YSRCP,MALE,0,70,12th Pass,677014,6816,683830,40.87826427,53.04457705,1672845
NCT OF Delhi,NEW DELHI,361441689,1,BJP,FEMALE,0,51,Graduate Professional,503157,1049,504206,31.17251015,54.77124424,1617470
Tamil Nadu,NILGIRIS,49591024,1,DMK,MALE,6,55,Graduate Professional,545463,2369,547832,40.10307014,54.18451529,1366060
Telangana,NIZAMABAD,876930468,1,BJP,MALE,1,43,Post Graduate,479748,836,480584,30.93785507,45.20242066,1553385
NCT OF Delhi,NORTH EAST DELHI,242817031,1,BJP,MALE,3,47,Post Graduate,785262,2537,787799,34.39431354,53.85676598,2290492
Goa,NORTH GOA,65795623,1,BJP,MALE,0,66,Graduate,244034,810,244844,43.97649979,57.07239526,556761
NCT OF Delhi,NORTH WEST DELHI,130937732,1,BJP,MALE,0,57,10th Pass,847737,926,848663,35.67317292,60.48976968,2378995
Assam,NOWGONG,74143272,1,INC,MALE,0,59,Post Graduate,738881,843,739724,41.21833362,49.52544951,1794648
Andhra Pradesh,ONGOLE,266583686,1,YSRCP,MALE,0,65,Graduate,729344,9858,739202,47.49224045,55.00002604,1556469
Maharashtra,OSMANABAD,50299295,1,SHS,MALE,4,35,12th Pass,591605,5035,596640,31.57259729,49.52059706,1889740
Manipur,OUTER MANIPUR,13709352,1,NPF,MALE,0,59,Graduate Professional,362707,820,363527,35.56671125,42.27082716,1022099
Kerala,PALAKKAD,6356399,1,INC,MALE,7,49,Graduate,398714,560,399274,30.17921255,38.80688986,1323010
Jharkhand,PALAMU,32273873,1,BJP,MALE,0,68,Graduate,753240,2419,755659,40.1638425,62.42917783,1881441
Maharashtra,PALGHAR,87616920,1,SHS,MALE,0,51,Graduate,579989,490,580479,30.78484302,48.28484849,1885600
Rajasthan,PALI,385111923,1,BJP,MALE,0,65,Graduate Professional,890817,9332,900149,41.64150471,66.11377767,2161663
Gujarat,PANCHMAHAL,10260663,1,BJP,MALE,0,59,Graduate Professional,727301,4835,732136,41.96194094,67.43334825,1744762
Maharashtra,PARBHANI,41040011,1,SHS,MALE,6,52,10th Pass,538214,727,538941,27.14756189,43.0088932,1985228
Bihar,PASCHIM CHAMPARAN,199404885,1,BJP,MALE,5,54,Post Graduate,600735,2971,603706,36.95049161,59.57391799,1633824
Bihar,PATALIPUTRA,29213467,1,BJP,MALE,0,58,Graduate,506557,3000,509557,26.46390846,47.23329153,1925479
Gujarat,PATAN,47373221,1,BJP,MALE,0,64,Graduate,629813,3555,633368,35.04996837,56.12889561,1807043
Kerala,PATHANAMTHITTA,6075876,1,INC,MALE,1,62,Graduate,380089,838,380927,27.54868772,37.07758975,1382741
Punjab,PATIALA,635973757,1,INC,FEMALE,0,74,Graduate,531178,849,532027,30.58329501,45.13113237,1739600
Bihar,PATNA SAHIB,235275591,1,BJP,MALE,0,64,Post Graduate,604956,2550,607506,28.30865495,61.80505606,2146008
Telangana,PEDDAPALLE,16597300,1,TRS,MALE,0,42,Doctorate,441007,314,441321,29.83731224,45.48927244,1479091
Tamil Nadu,PERAMBALUR,972730368,1,DMK,MALE,2,77,Post Graduate,677005,6692,683697,49.12135118,61.97623192,1391853
Uttar Pradesh,PHULPUR,172707104,1,BJP,FEMALE,2,62,Post Graduate,542398,2303,544701,27.09312268,55.63413296,2010477
Uttar Pradesh,PILIBHIT,603200539,1,BJP,MALE,0,39,Post Graduate,702755,1794,704549,40.00375879,59.34418497,1761207
Tamil Nadu,POLLACHI,133109284,1,DMK,MALE,0,49,Graduate Professional,550905,3325,554230,36.45041381,51.22803839,1520504
Kerala,PONNANI,8103274,1,IUML,MALE,0,72,10th Pass,521438,386,521824,38.45982062,51.29166888,1356803
Gujarat,PORBANDAR,357564783,1,BJP,MALE,0,57,10th Pass,560011,3870,563881,33.92034736,59.28681,1662368
Uttar Pradesh,PRATAPGARH,248789514,1,BJP,MALE,2,48,8th Pass,434222,2069,436291,25.53262338,47.66858343,1708759
Puducherry,PUDUCHERRY,108015548,1,INC,MALE,0,68,Graduate,444646,335,444981,45.7136253,56.2629679,973410
Maharashtra,PUNE,57959302,1,BJP,MALE,1,68,Graduate,631875,960,632835,30.48596605,61.10486707,2075824
Odisha,PURI,1174701344,1,BJD,MALE,0,59,Graduate Professional,537782,539,538321,34.45627079,47.38223997,1562331
Bihar,PURNIA,41036294,1,JD(U),MALE,1,43,12th Pass,632435,489,632924,35.85337889,54.84662332,1765312
West Bengal,PURULIA,2250540,1,BJP,MALE,2,34,Graduate Professional,666016,2091,668107,40.5925934,49.27547883,1645884
Bihar,PURVI CHAMPARAN,33791375,1,BJP,MALE,1,69,Graduate,574081,3706,577787,34.83431323,57.77090093,1658672
Uttar Pradesh,RAE BARELI,118263916,1,INC,FEMALE,1,72,Others,533687,1231,534918,31.42421081,55.77744828,1702248
Karnataka,RAICHUR,30638375,1,BJP,MALE,0,62,Graduate Professional,596804,1533,598337,31.03079342,53.18730766,1928204
Maharashtra,RAIGAD,127487277,1,NCP,MALE,0,64,Others,484563,2405,486968,29.4602729,47.38965125,1652965
West Bengal,RAIGANJ,6139123,1,BJP,FEMALE,2,48,Post Graduate,509862,1790,511652,31.95388516,40.03298708,1601220
Chhattisgarh,RAIGARH,7043539,1,BJP,FEMALE,0,43,12th Pass,656939,1396,658335,37.97053302,48.73880337,1733805
Chhattisgarh,RAIPUR,46068126,1,BJP,MALE,0,57,Graduate,836211,1691,837902,39.67831237,59.97257258,2111738
Andhra Pradesh,RAJAHMUNDRY,458205360,1,YSRCP,MALE,2,36,Graduate,578471,3553,582024,37.93525983,46.54374932,1534256
Andhra Pradesh,RAJAMPET,665085701,1,YSRCP,MALE,3,42,Post Graduate,695277,6934,702211,45.39360983,57.26949024,1546938
Madhya Pradesh,RAJGARH,40198295,1,BJP,MALE,0,58,Graduate,822225,1599,823824,48.62243401,65.33463396,1694329
Gujarat,RAJKOT,68818120,1,BJP,MALE,0,67,8th Pass,755296,3349,758645,40.26053698,63.41594918,1884339
Jharkhand,RAJMAHAL,12919555,1,JMM,MALE,0,36,10th Pass,506589,1241,507830,34.91593992,48.46385896,1454436
Chhattisgarh,RAJNANDGAON,24861970,1,BJP,MALE,0,51,Graduate Professional,660956,1431,662387,38.59031879,50.64593181,1716459
Rajasthan,RAJSAMAND,165984623,1,BJP,FEMALE,0,48,Others,858690,4349,863039,45.11652659,69.55235452,1912911
Tamil Nadu,RAMANATHAPURAM,364738171,1,IUML,MALE,1,39,12th Pass,467585,2358,469943,30.12957288,44.04657131,1559740
Uttar Pradesh,RAMPUR,46124814,1,SP,MALE,10,64,Graduate Professional,559018,159,559177,33.2941353,52.69100805,1679506
Maharashtra,RAMTEK,95603165,1,SHS,MALE,0,53,Graduate,594827,2299,597126,31.05560537,49.85168704,1922764
West Bengal,RANAGHAT,17622476,1,BJP,MALE,1,56,Graduate Professional,779767,3486,783253,44.44614051,52.75152091,1762252
Jharkhand,RANCHI,14044267,1,BJP,MALE,0,60,Graduate Professional,703983,2527,706510,36.8750062,57.17886006,1915959
Madhya Pradesh,RATLAM,42072262,1,BJP,MALE,0,62,Graduate Professional,694243,1860,696103,37.60458578,49.67427489,1851112
Maharashtra,RATNAGIRI - SINDHUDURG,50660534,1,SHS,MALE,3,65,Post Graduate,456013,2009,458022,31.46669671,50.75851522,1455577
Maharashtra,RAVER,172713734,1,BJP,FEMALE,0,31,Graduate,652212,3174,655386,36.92209407,59.77012543,1775051
Madhya Pradesh,REWA,20359750,1,BJP,MALE,0,62,Graduate Professional,580769,3000,583769,34.75779591,57.53504719,1679534
Uttar Pradesh,ROBERTSGANJ,23048078,1,ADAL,MALE,0,66,Literate,447691,223,447914,25.9880548,45.29856271,1723538
Haryana,ROHTAK,41079284,1,BJP,MALE,0,56,Post Graduate,566242,7603,573845,33.03402791,46.84471924,1737133
Gujarat,SABARKANTHA,23997443,1,BJP,MALE,0,67,8th Pass,696497,5486,701983,38.96189024,57.49350111,1801717
Madhya Pradesh,SAGAR,16416828,1,BJP,MALE,1,51,Post Graduate,645338,893,646231,40.81985738,62.28516408,1583129
Uttar Pradesh,SAHARANPUR,46146135,1,BSP,MALE,0,67,Graduate,513268,871,514139,29.56381585,41.7172304,1739082
Tamil Nadu,SALEM,60045532,1,DMK,MALE,4,49,Graduate Professional,602453,3849,606302,37.59984422,48.25977251,1612512
Uttar Pradesh,SALEMPUR,27031724,1,BJP,MALE,0,55,12th Pass,464629,3311,467940,28.06603802,50.63732211,1667282
Bihar,SAMASTIPUR,17375975,1,LJP,MALE,5,58,10th Pass,561460,983,562443,33.49809116,55.15385317,1679030
Odisha,SAMBALPUR,269543587,1,BJP,MALE,1,47,12th Pass,471382,2388,473770,32.26151321,42.05076589,1468530
Uttar Pradesh,SAMBHAL,13296671,1,SP,MALE,0,86,Graduate,657505,501,658006,35.98091389,55.58478376,1828764
Maharashtra,SANGLI,191192187,1,BJP,MALE,1,54,10th Pass,503615,5380,508995,28.13512066,42.68047772,1809109
Punjab,SANGRUR,16427274,1,AAP,MALE,0,45,12th Pass,412201,1360,413561,27.04018684,37.35007984,1529431
Uttar Pradesh,SANT KABIR NAGAR,4300614,1,BJP,MALE,0,30,Graduate Professional,466167,1376,467543,23.8189559,43.94510891,1962903
Bihar,SARAN,80740349,1,BJP,MALE,0,58,Post Graduate,496992,2994,499986,29.98861001,52.98622849,1667253
Chhattisgarh,SURGUJA,27682493,1,BJP,FEMALE,0,55,12th Pass,662428,1283,663711,40.09759316,51.80320883,1655239
Bihar,SASARAM (SC),37786578,1,BJP,MALE,4,63,"Post Graduate
",492364,2436,494800,27.67526643,50.71870288,1787878
Maharashtra,SATARA,1996813173,1,NCP,MALE,8,53,12th Pass,576078,2948,579026,31.32428703,51.80249374,1848489
Madhya Pradesh,SATNA,41719076,1,BJP,MALE,2,56,Post Graduate,587410,1343,588753,37.37962394,52.86198491,1575064
Telangana,SECUNDRABAD,81430778,1,BJP,MALE,0,58,Others,384248,532,384780,19.54908763,42.04037528,1968276
Madhya Pradesh,SHAHDOL,36564408,1,BJP,FEMALE,0,32,Graduate,746122,1855,747977,45.1547685,60.3944655,1656474
Uttar Pradesh,SHAHJAHANPUR,43448049,1,BJP,MALE,1,42,12th Pass,686352,2638,688990,32.58867061,58.03814737,2114201
Bihar,SHEOHAR,328364940,1,BJP,FEMALE,1,69,Graduate Professional,606581,2097,608678,36.09729483,60.56937469,1686215
Meghalaya,SHILLONG,549515421,1,INC,MALE,0,51,Graduate Professional,419212,477,419689,35.03814474,53.51271678,1197806
Himachal Pradesh,SHIMLA,15705738,1,BJP,MALE,0,48,Post Graduate,601305,4877,606182,48.14464472,66.23861251,1259085
Karnataka,SHIMOGA,674093851,1,BJP,MALE,2,46,Graduate,728902,970,729872,43.53109858,56.84064772,1676668
Maharashtra,SHIRDI,113710526,1,SHS,MALE,1,56,10th Pass,483449,3371,486820,30.67396141,47.24105339,1587079
Maharashtra,SHIRUR,43351521,1,NCP,MALE,0,38,Graduate Professional,634554,1276,635830,29.22645481,49.16889313,2175529
Uttar Pradesh,SHRAWASTI,19108216,1,BSP,MALE,0,49,Graduate Professional,441505,266,441771,23.07212628,44.30385332,1914739
Madhya Pradesh,SIDHI,51541791,1,BJP,FEMALE,0,41,Post Graduate,697212,1130,698342,37.83929643,54.44291556,1845547
Rajasthan,SIKAR,2827638,1,BJP,MALE,0,67,Post Graduate,761332,10772,772104,37.81835138,58.02409479,2041612
Sikkim,SIKKIM,478817,1,SKM,MALE,0,30,Post Graduate,161143,5779,166922,38.44995025,47.23115884,434128
Assam,SILCHAR,29901767,1,BJP,MALE,0,48,Post Graduate,496235,3179,499414,41.76680159,52.5317401,1195720
Jharkhand,SINGHBHUM,25249018,1,INC,FEMALE,1,35,Post Graduate,431545,270,431815,34.00340337,49.09688965,1269917
Haryana,SIRSA,42596349,1,BJP,FEMALE,0,51,Post Graduate,712877,1474,714351,39.61246547,52.13038452,1803349
Bihar,SITAMARHI,60717031,1,JD(U),MALE,6,58,Graduate,565533,2212,567745,32.39714138,54.61186995,1752454
Uttar Pradesh,SITAPUR,73129716,1,BJP,MALE,1,58,Post Graduate,513984,544,514528,30.88169802,48.30241959,1666126
Tamil Nadu,SIVAGANGA,793729024,1,INC,MALE,8,47,Graduate Professional,564002,2102,566104,36.47532666,52.18000453,1552019
Bihar,SIWAN,19325264,1,JD(U),FEMALE,4,33,Post Graduate,447171,1302,448473,24.92138317,45.5371884,1799551
Maharashtra,SOLAPUR,27870079,1,BJP,MALE,0,63,Graduate,523352,1633,524985,28.35221915,48.32585258,1851654
Haryana,SONIPAT,235859266,1,BJP,MALE,0,62,Graduate Professional,583988,3676,587664,36.89940607,51.95297512,1592611
NCT OF Delhi,SOUTH DELHI,180052708,1,BJP,MALE,2,57,Graduate Professional,685789,1225,687014,33.22980871,56.56554512,2067463
Goa,SOUTH GOA,79402232,1,INC,MALE,0,73,Graduate Professional,201279,282,201561,34.79076624,47.45760717,579352
West Bengal,SRERAMPUR,175968902,1,AITC,MALE,0,62,Graduate Professional,637231,476,637707,35.71643801,45.47711942,1785472
Andhra Pradesh,SRIKAKULAM,122791042,1,TDP,MALE,1,32,Post Graduate,529213,5331,534544,34.40103999,45.91174333,1553860
Jammu & Kashmir,SRINAGAR,121904435,1,JKNC,MALE,1,83,Graduate Professional,106596,154,106750,8.245338005,57.1274142,1294671
Tamil Nadu,SRIPERUMBUDUR,208806446,1,DMK,MALE,0,77,Graduate,790750,2531,793281,35.20298671,56.37489314,2253448
Uttar Pradesh,SULTANPUR,556926451,1,BJP,FEMALE,0,62,12th Pass,458281,915,459196,25.86734085,45.88454421,1775196
Odisha,SUNDARGARH,74185014,1,BJP,MALE,2,58,Others,498468,1588,500056,32.65085454,45.4163257,1531525
Bihar,SUPAUL,23441606,1,JD(U),MALE,2,73,Graduate,596807,570,597377,35.33478842,53.76950052,1690620
Gujarat,SURAT,23872876,1,BJP,FEMALE,0,58,Graduate,794133,1518,795651,48.05514754,74.41185575,1655704
Gujarat,SURENDRANAGAR,79084513,1,BJP,MALE,0,50,Post Graduate,626957,4887,631844,34.16427449,58.49329614,1849429
West Bengal,TAMLUK,37687867,1,AITC,MALE,1,42,Graduate,723641,792,724433,42.748338,50.06655425,1694646
Uttarakhand,TEHRI GARHWAL,1846640100,1,BJP,FEMALE,0,68,12th Pass,556120,9213,565333,37.85180607,64.302085,1493543
Tamil Nadu,TENKASI,51360700,1,DMK,MALE,1,44,Post Graduate,470346,5810,476156,31.90716182,44.667207,1492317
Assam,TEZPUR,14445139,1,BJP,MALE,0,41,Graduate,681437,2729,684166,45.62204637,57.40201446,1499639
Maharashtra,THANE,181441465,1,SHS,MALE,9,57,12th Pass,738618,2351,740969,31.25260713,63.27822233,2370903
Tamil Nadu,THANJAVUR,42452076,1,DMK,MALE,0,68,Graduate Professional,583621,5357,588978,40.31191224,55.56123662,1461052
Tamil Nadu,THENI,65803231,1,AIADMK,MALE,0,39,Post Graduate,503459,1354,504813,32.33824886,42.962516,1561040
Tamil Nadu,THIRUVALLUR,24583769,1,INC,MALE,0,69,Doctorate,764093,3199,767292,39.41156831,54.48491584,1946870
Kerala,THIRUVANANTHAPURAM,350022585,1,INC,MALE,2,63,Doctorate,414057,2074,416131,30.34292018,41.14942824,1371427
Tamil Nadu,THOOTHUKKUDI,303373130,1,DMK,FEMALE,6,51,Graduate Professional,560345,2798,563143,39.44177792,56.77033611,1427783
Kerala,THRISSUR,8609349,1,INC,MALE,7,58,12th Pass,414541,548,415089,31.0437436,39.83113302,1337110
Madhya Pradesh,TIKAMGARH,21503766,1,BJP,MALE,0,65,Doctorate,670967,1281,672248,40.80662912,61.25523257,1647399
Tamil Nadu,TIRUCHIRAPPALLI,32182184,1,INC,MALE,0,69,Post Graduate,615667,5618,621285,41.17297773,59.23888636,1508963
Tamil Nadu,TIRUNELVELI,232759237,1,DMK,MALE,4,54,10th Pass,517589,5404,522993,33.78944308,50.26893761,1547800
Andhra Pradesh,TIRUPATI,17426921,1,YSRCP,MALE,0,63,Graduate Professional,717924,4953,722877,43.79870254,54.91012729,1650453
Tamil Nadu,TIRUPPUR,8035576,1,CPI,MALE,0,71,10th Pass,505793,2932,508725,33.24969575,45.41810368,1530014
Tamil Nadu,TIRUVANNAMALAI,134897466,1,DMK,MALE,0,45,Graduate,661719,4553,666272,45.20586052,57.84660585,1473862
Rajasthan,TONK-SAWAI MADHOPUR,1233802420,1,BJP,MALE,0,61,12th Pass,641561,2758,644319,33.1100539,52.19410482,1945992
Tripura,TRIPURA EAST,1948315,1,BJP,MALE,0,43,Post Graduate,479634,2492,482126,38.20753633,46.08693242,1261861
Tripura,TRIPURA WEST,642398,1,BJP,FEMALE,0,50,Graduate,570021,3511,573532,42.3941333,51.74287526,1352857
Karnataka,TUMKUR,510779150,1,BJP,MALE,0,78,Graduate Professional,594011,2116,596127,37.06001386,47.86365618,1608545
Meghalaya,TURA,29406813,1,NPP,FEMALE,0,38,Post Graduate,304185,270,304455,42.46293533,52.17916638,716990
Rajasthan,UDAIPUR,48196946,1,BJP,MALE,0,54,Post Graduate,867694,3854,871548,42.11273996,59.88304383,2069559
Jammu & Kashmir,UDHAMPUR,70827203,1,BJP,MALE,0,62,Post Graduate,715406,8905,724311,42.96500923,61.24319343,1685816
Karnataka,UDUPI CHIKMAGALUR,104872668,1,BJP,FEMALE,3,52,Post Graduate,717482,1434,718916,47.49062958,62.42633223,1513806
Bihar,UJIARPUR,187007570,1,BJP,MALE,3,53,Graduate,542341,1565,543906,33.73478881,56.08076201,1612300
Madhya Pradesh,UJJAIN,26417937,1,BJP,MALE,0,47,12th Pass,790207,1456,791663,47.65526005,63.17822807,1661229
West Bengal,ULUBERIA,28351569,1,AITC,FEMALE,0,57,Graduate,694617,328,694945,43.03096989,53.00392031,1614988
Uttar Pradesh,UNNAO,40886941,1,BJP,MALE,4,63,Doctorate,702441,1066,703507,32.10213259,56.84670773,2191465
Karnataka,UTTARA KANNADA,84755455,1,BJP,MALE,4,51,12th Pass,783211,2831,786042,50.4973985,68.09154618,1556599
Kerala,VADAKARA,114379340,1,INC,MALE,3,62,Graduate,525004,1751,526755,40.8677457,49.41731743,1288926
Gujarat,VADODARA,29426428,1,BJP,FEMALE,0,56,12th Pass,880905,2814,883719,49.23510889,72.21643381,1794896
Bihar,VAISHALI,337284632,1,LJP,FEMALE,2,48,10th Pass,566707,1508,568215,32.73159933,52.86945534,1735983
Bihar,VALMIKI NAGAR,17934888,1,JD(U),MALE,4,62,10th Pass,601227,1433,602660,36.184886,58.38421826,1665502
Gujarat,VALSAD,68239480,1,BJP,MALE,0,69,Graduate Professional,770442,1538,771980,46.19785402,61.20200037,1671030
Uttar Pradesh,VARANASI,25136119,1,BJP,MALE,0,68,Post Graduate,673453,1211,674664,36.33494561,63.59780888,1856791
Madhya Pradesh,VIDISHA,30032282,1,BJP,MALE,0,65,12th Pass,850443,2579,853022,48.97910202,68.18650166,1741604
Andhra Pradesh,VIJAYAWADA,808152415,1,TDP,MALE,0,53,10th Pass,573929,1569,575498,34.81549237,45.03907182,1652994
Tamil Nadu,VILUPPURAM,6509860,1,DMK,MALE,0,58,Doctorate,556675,2910,559585,38.74343556,49.25499385,1444335
Tamil Nadu,VIRUDHUNAGAR,49705799,1,INC,MALE,1,44,Graduate Professional,464667,6216,470883,31.72518757,43.76537048,1484256
Andhra Pradesh,VISAKHAPATNAM,2023905124,1,YSRCP,MALE,1,52,10th Pass,433968,2938,436906,23.88378068,35.23659975,1829300
Andhra Pradesh,VIZIANAGARAM,21035766,1,YSRCP,MALE,4,57,Graduate Professional,573466,4952,578418,38.45915504,47.31694907,1503980
Telangana,WARANGAL,24889712,1,TRS,MALE,0,51,Graduate,612027,471,612498,36.74760165,57.69182949,1666770
Maharashtra,WARDHA,65807822,1,BJP,MALE,0,65,10th Pass,575488,2876,578364,33.17671313,53.91882028,1743283
Kerala,WAYANAD,158877063,1,INC,MALE,5,48,Post Graduate,705034,1333,706367,51.95101197,64.64069388,1359679
NCT OF Delhi,WEST DELHI,155195014,1,BJP,MALE,0,41,Post Graduate,862058,3590,865648,36.49991314,60.01059278,2371644
Maharashtra,YAVATMAL-WASHIM,96873189,1,SHS,FEMALE,3,46,Graduate,540104,1994,542098,28.29048343,46.14291162,1916185
Telangana,ZAHIRABAD,1287851556,1,TRS,MALE,18,63,Graduate,434066,178,434244,28.97536876,41.57418258,1498666
